machine_id,timestamp,temp_c,rpm,vibration,failure
M046,2024-03-04T05:25:00,56.1,77.54,30.4,0
M001,2024-03-04T05:30:00,53.84,80.64,27.05,0
M010,2024-03-04T05:35:00,47.86,69.38,29.91,0
M011,2024-03-04T05:40:00,56.33,88.84,29.25,0
M024,2024-03-04T05:45:00,53.77,91.47,30.56,0
M000,2024-03-04T05:50:00,56.14,83.64,31.12,0
M056,2024-03-04T05:55:00,55.46,74.93,32.15,0
M053,2024-03-04T06:00:00,50.33,88.99,29.15,0
M053,2024-03-04T06:05:00,57.46,84.77,28.69,0
M002,2024-03-04T06:10:00,50.29,70.21,32.84,0
M013,2024-03-04T06:15:00,50.33,82.59,27.87,0
M030,2024-03-04T06:20:00,49.72,73.65,30.4,0
M051,2024-03-04T06:25:00,50.45,75.01,28.81,0
M039,2024-03-04T06:30:00,53.34,80.76,34.33,0
M059,2024-03-04T06:35:00,51.74,81.53,27.43,0
M048,2024-03-04T06:40:00,56.94,76.51,29.93,0
M057,2024-03-04T06:45:00,53.43,73.34,33.44,0
M012,2024-03-04T06:50:00,51.06,84.63,26.27,0
M046,2024-03-04T06:55:00,53.45,78.4,29.84,0
M003,2024-03-04T07:00:00,55.41,76.97,28.28,0
M058,2024-03-04T07:05:00,52.23,82.59,29.11,0
M033,2024-03-04T07:10:00,50.63,76.49,28.27,0
M003,2024-03-04T07:15:00,57.75,81.21,33.42,0
M053,2024-03-04T07:20:00,51.0,83.38,31.95,0
M031,2024-03-04T07:25:00,53.54,66.57,30.52,0
M017,2024-03-04T07:30:00,53.14,87.42,29.09,0
M036,2024-03-04T07:35:00,59.4,81.29,33.72,0
M028,2024-03-04T07:40:00,50.18,79.26,29.5,0
M022,2024-03-04T07:45:00,52.03,80.5,28.83,0
M054,2024-03-04T07:50:00,54.16,83.77,30.38,0
M050,2024-03-04T07:55:00,60.71,83.31,26.18,0
M046,2024-03-04T08:00:00,56.08,74.85,27.63,0
M012,2024-03-04T08:05:00,57.76,73.47,31.1,0
M042,2024-03-04T08:10:00,63.51,77.3,29.22,0
M049,2024-03-04T08:15:00,50.95,77.0,30.06,0
M000,2024-03-04T08:20:00,51.39,71.91,28.64,0
M053,2024-03-04T08:25:00,59.23,82.66,30.31,0
M003,2024-03-04T08:30:00,59.41,71.29,27.05,0
M027,2024-03-04T08:35:00,57.39,78.87,28.59,0
M058,2024-03-04T08:40:00,57.06,81.28,29.65,0
M059,2024-03-04T08:45:00,53.94,81.15,28.41,0
M029,2024-03-04T08:50:00,55.0,79.2,32.23,0
M015,2024-03-04T08:55:00,51.11,76.31,32.66,0
M031,2024-03-04T09:00:00,61.24,84.36,30.02,0
M029,2024-03-04T09:05:00,53.92,80.49,27.99,0
M053,2024-03-04T09:10:00,53.88,77.23,31.41,0
M056,2024-03-04T09:15:00,59.81,77.26,28.93,0
M051,2024-03-04T09:20:00,55.64,77.32,28.23,0
M059,2024-03-04T09:25:00,57.18,77.64,29.79,0
M035,2024-03-04T09:30:00,56.89,86.36,28.92,0
M036,2024-03-04T09:35:00,56.64,81.02,29.13,0
M054,2024-03-04T09:40:00,53.67,90.45,30.84,0
M018,2024-03-04T09:45:00,52.77,83.11,27.94,0
M044,2024-03-04T09:50:00,60.39,63.25,29.92,0
M024,2024-03-04T09:55:00,55.93,75.27,29.5,0
M026,2024-03-04T10:00:00,55.89,87.25,35.37,0
M055,2024-03-04T10:05:00,57.13,83.38,31.14,0
M044,2024-03-04T10:10:00,56.19,75.01,29.85,0
M021,2024-03-04T10:15:00,51.37,84.6,29.07,0
M031,2024-03-04T10:20:00,55.33,72.97,32.72,0
M043,2024-03-04T10:25:00,47.56,87.11,30.78,0
M024,2024-03-04T10:30:00,54.58,82.99,31.41,0
M020,2024-03-04T10:35:00,52.72,81.46,28.11,0
M057,2024-03-04T10:40:00,56.19,85.42,29.58,0
M048,2024-03-04T10:45:00,50.08,75.41,32.16,0
M031,2024-03-04T10:50:00,55.19,87.24,29.91,0
M027,2024-03-04T10:55:00,56.28,84.65,30.77,0
M050,2024-03-04T11:00:00,50.86,75.1,28.31,0
M050,2024-03-04T11:05:00,54.12,74.79,27.22,0
M038,2024-03-04T11:10:00,53.59,78.79,30.31,0
M021,2024-03-04T11:15:00,52.09,79.47,30.01,0
M025,2024-03-04T11:20:00,49.39,77.95,31.18,0
M045,2024-03-04T11:25:00,51.85,79.84,28.48,0
M037,2024-03-04T11:30:00,47.64,83.22,29.39,0
M004,2024-03-04T11:35:00,46.2,84.16,32.73,0
M005,2024-03-04T11:40:00,52.96,78.39,28.59,0
M038,2024-03-04T11:45:00,50.12,79.17,30.16,0
M015,2024-03-04T11:50:00,51.87,85.89,31.54,0
M036,2024-03-04T11:55:00,52.21,76.06,28.75,0
M054,2024-03-04T12:00:00,47.69,77.24,29.35,0
M031,2024-03-04T12:05:00,47.38,80.83,29.05,0
M036,2024-03-04T12:10:00,49.87,84.08,29.07,0
M015,2024-03-04T12:15:00,47.99,83.52,29.66,0
M038,2024-03-04T12:20:00,48.19,86.59,32.45,0
M015,2024-03-04T12:25:00,48.68,84.73,33.12,0
M008,2024-03-04T12:30:00,54.76,81.02,29.58,0
M000,2024-03-04T12:35:00,51.12,83.36,31.41,0
M045,2024-03-04T12:40:00,49.77,85.56,30.34,0
M033,2024-03-04T12:45:00,53.23,86.53,27.2,0
M038,2024-03-04T12:50:00,47.22,86.23,30.93,0
M050,2024-03-04T12:55:00,45.43,83.21,29.57,0
M045,2024-03-04T13:00:00,53.07,77.71,31.53,0
M056,2024-03-04T13:05:00,50.13,76.46,28.17,0
M038,2024-03-04T13:10:00,48.76,80.45,30.56,0
M019,2024-03-04T13:15:00,52.29,84.82,31.9,0
M038,2024-03-04T13:20:00,49.2,83.45,31.85,0
M050,2024-03-04T13:25:00,46.46,80.01,28.85,0
M043,2024-03-04T13:30:00,56.19,86.17,29.07,0
M023,2024-03-04T13:35:00,53.95,86.65,27.85,0
M053,2024-03-04T13:40:00,52.25,75.74,28.09,0
M001,2024-03-04T13:45:00,52.85,82.14,32.89,0
M057,2024-03-04T13:50:00,50.05,80.56,32.87,0
M019,2024-03-04T13:55:00,50.71,78.14,31.77,0
M007,2024-03-04T14:00:00,52.22,73.64,32.32,0
M044,2024-03-04T14:05:00,47.87,75.94,26.03,0
M008,2024-03-04T14:10:00,49.18,81.7,29.68,0
M015,2024-03-04T14:15:00,52.34,82.68,28.92,0
M001,2024-03-04T14:20:00,48.15,80.23,32.66,0
M009,2024-03-04T14:25:00,52.83,80.76,31.78,0
M040,2024-03-04T14:30:00,53.97,82.54,29.78,0
M014,2024-03-04T14:35:00,48.35,78.57,32.32,0
M018,2024-03-04T14:40:00,48.31,76.6,29.43,0
M011,2024-03-04T14:45:00,50.66,77.21,33.34,0
M045,2024-03-04T14:50:00,51.31,77.79,32.85,0
M006,2024-03-04T14:55:00,53.42,83.96,35.03,0
M022,2024-03-04T15:00:00,51.07,82.06,31.5,0
M004,2024-03-04T15:05:00,54.18,83.71,27.98,0
M004,2024-03-04T15:10:00,48.66,81.39,32.81,0
M031,2024-03-04T15:15:00,42.0,76.86,30.69,0
M004,2024-03-04T15:20:00,47.5,88.86,31.93,0
M015,2024-03-04T15:25:00,46.46,78.12,30.4,0
M029,2024-03-04T15:30:00,50.48,74.43,30.5,0
M042,2024-03-04T15:35:00,45.42,73.45,31.87,0
M020,2024-03-04T15:40:00,48.11,81.35,29.89,0
M048,2024-03-04T15:45:00,49.71,83.4,29.15,0
M012,2024-03-04T15:50:00,48.92,74.72,32.92,0
M024,2024-03-04T15:55:00,51.28,75.13,26.59,0
M036,2024-03-04T16:00:00,49.65,77.38,29.05,0
M045,2024-03-04T16:05:00,57.58,73.5,28.82,0
M037,2024-03-04T16:10:00,54.75,79.41,30.06,0
M013,2024-03-04T16:15:00,52.58,80.62,31.03,0
M010,2024-03-04T16:20:00,52.44,85.41,30.41,0
M001,2024-03-04T16:25:00,52.57,88.24,29.25,0
M017,2024-03-04T16:30:00,48.23,85.77,28.91,0
M004,2024-03-04T16:35:00,52.15,77.12,30.65,0
M003,2024-03-04T16:40:00,49.49,72.87,32.21,0
M059,2024-03-04T16:45:00,50.09,73.47,32.94,0
M045,2024-03-04T16:50:00,51.09,78.55,30.47,0
M038,2024-03-04T16:55:00,48.68,81.38,28.89,0
M012,2024-03-04T17:00:00,59.28,78.67,25.56,0
M047,2024-03-04T17:05:00,48.53,73.02,28.41,0
M001,2024-03-04T17:10:00,50.17,89.26,29.33,0
M034,2024-03-04T17:15:00,51.22,90.94,31.38,0
M038,2024-03-04T17:20:00,52.16,77.61,30.93,0
M031,2024-03-04T17:25:00,51.81,78.56,31.02,0
M006,2024-03-04T17:30:00,47.39,82.49,26.38,0
M035,2024-03-04T17:35:00,48.36,88.25,29.92,0
M000,2024-03-04T17:40:00,50.38,81.17,31.92,0
M005,2024-03-04T17:45:00,48.35,88.59,30.85,0
M046,2024-03-04T17:50:00,53.81,73.7,30.4,0
M016,2024-03-04T17:55:00,47.79,79.17,30.62,0
M048,2024-03-04T18:00:00,56.18,74.72,32.09,0
M020,2024-03-04T18:05:00,56.19,76.79,29.69,0
M003,2024-03-04T18:10:00,56.02,72.16,29.94,0
M040,2024-03-04T18:15:00,48.51,79.98,31.54,0
M049,2024-03-04T18:20:00,53.02,87.04,28.44,0
M034,2024-03-04T18:25:00,52.63,82.62,34.93,0
M009,2024-03-04T18:30:00,56.15,71.16,26.83,0
M008,2024-03-04T18:35:00,54.84,76.34,32.09,0
M046,2024-03-04T18:40:00,51.35,83.77,33.05,0
M028,2024-03-04T18:45:00,50.81,73.38,26.28,0
M031,2024-03-04T18:50:00,49.67,83.8,27.25,0
M002,2024-03-04T18:55:00,47.63,78.73,28.37,0
M049,2024-03-04T19:00:00,47.93,76.59,32.45,0
M041,2024-03-04T19:05:00,50.86,81.92,30.1,0
M018,2024-03-04T19:10:00,52.19,90.23,29.51,0
M053,2024-03-04T19:15:00,50.37,76.41,27.28,0
M005,2024-03-04T19:20:00,55.58,81.47,27.42,0
M012,2024-03-04T19:25:00,53.93,91.72,29.29,0
M052,2024-03-04T19:30:00,57.33,80.12,32.36,0
M053,2024-03-04T19:35:00,50.35,78.48,30.99,0
M014,2024-03-04T19:40:00,56.26,73.93,30.91,0
M012,2024-03-04T19:45:00,49.02,80.37,29.69,0
M006,2024-03-04T19:50:00,49.86,72.15,31.38,0
M039,2024-03-04T19:55:00,52.97,68.52,30.34,0
M037,2024-03-04T20:00:00,52.73,76.41,31.48,0
M018,2024-03-04T20:05:00,53.07,76.98,32.36,0
M003,2024-03-04T20:10:00,48.95,77.36,28.44,0
M007,2024-03-04T20:15:00,48.78,81.83,35.75,0
M038,2024-03-04T20:20:00,51.19,78.11,26.51,0
M000,2024-03-04T20:25:00,45.86,80.67,33.77,0
M022,2024-03-04T20:30:00,57.19,88.32,33.78,0
M008,2024-03-04T20:35:00,51.13,78.8,32.11,0
M004,2024-03-04T20:40:00,51.38,72.58,29.97,0
M019,2024-03-04T20:45:00,46.81,86.59,30.78,0
M049,2024-03-04T20:50:00,51.2,83.31,28.83,0
M018,2024-03-04T20:55:00,46.89,85.88,30.5,0
M023,2024-03-04T21:00:00,51.24,74.18,31.03,0
M026,2024-03-04T21:05:00,51.01,81.03,29.69,0
M006,2024-03-04T21:10:00,51.02,78.31,29.55,0
M029,2024-03-04T21:15:00,50.4,78.19,28.4,0
M017,2024-03-04T21:20:00,54.07,71.54,31.73,0
M045,2024-03-04T21:25:00,51.39,87.69,32.94,0
M051,2024-03-04T21:30:00,50.44,82.68,28.48,0
M037,2024-03-04T21:35:00,56.13,84.11,29.6,0
M021,2024-03-04T21:40:00,50.94,77.05,32.35,0
M043,2024-03-04T21:45:00,48.4,84.74,29.01,0
M029,2024-03-04T21:50:00,50.94,79.67,33.41,0
M057,2024-03-04T21:55:00,49.27,79.18,31.21,0
M004,2024-03-04T22:00:00,49.25,93.11,32.24,0
M025,2024-03-04T22:05:00,54.29,83.99,30.31,0
M025,2024-03-04T22:10:00,56.07,82.65,27.91,0
M053,2024-03-04T22:15:00,51.42,76.94,30.37,0
M040,2024-03-04T22:20:00,52.39,77.16,31.64,0
M039,2024-03-04T22:25:00,55.0,77.15,30.55,0
M022,2024-03-04T22:30:00,52.73,77.59,28.16,0
M025,2024-03-04T22:35:00,52.29,78.92,31.72,0
M014,2024-03-04T22:40:00,54.85,87.31,29.2,0
M026,2024-03-04T22:45:00,51.47,69.15,30.84,0
M009,2024-03-04T22:50:00,57.47,69.06,30.23,0
M055,2024-03-04T22:55:00,53.56,83.66,26.29,0
M028,2024-03-04T23:00:00,52.04,83.3,32.85,0
M046,2024-03-04T23:05:00,56.07,78.95,34.8,0
M042,2024-03-04T23:10:00,57.67,80.71,31.19,0
M051,2024-03-04T23:15:00,51.6,80.59,31.58,0
M027,2024-03-04T23:20:00,52.0,88.31,28.2,0
M000,2024-03-04T23:25:00,51.89,92.61,31.43,0
M047,2024-03-04T23:30:00,53.68,81.28,33.26,0
M059,2024-03-04T23:35:00,58.74,74.31,29.95,0
M032,2024-03-04T23:40:00,57.11,81.97,27.61,0
M040,2024-03-04T23:45:00,50.74,78.98,28.61,0
M059,2024-03-04T23:50:00,49.8,78.34,31.56,0
M040,2024-03-04T23:55:00,53.76,76.67,31.17,0
M024,2024-03-05T00:00:00,52.26,87.86,29.48,0
M026,2024-03-05T00:05:00,50.79,70.32,31.61,0
M007,2024-03-05T00:10:00,57.77,82.35,31.83,0
M038,2024-03-05T00:15:00,56.88,77.2,27.61,0
M030,2024-03-05T00:20:00,50.84,75.65,32.22,0
M031,2024-03-05T00:25:00,58.58,74.71,30.82,0
M035,2024-03-05T00:30:00,53.39,85.57,28.74,0
M053,2024-03-05T00:35:00,52.89,85.7,31.7,0
M055,2024-03-05T00:40:00,56.5,83.83,28.4,0
M004,2024-03-05T00:45:00,52.37,76.24,30.26,0
M036,2024-03-05T00:50:00,52.72,85.31,29.64,0
M045,2024-03-05T00:55:00,53.9,91.95,29.15,0
M048,2024-03-05T01:00:00,52.51,82.73,29.37,0
M007,2024-03-05T01:05:00,53.02,74.09,33.05,0
M004,2024-03-05T01:10:00,49.72,84.61,29.23,0
M047,2024-03-05T01:15:00,56.84,83.03,30.86,0
M001,2024-03-05T01:20:00,57.19,80.35,32.0,0
M009,2024-03-05T01:25:00,52.65,70.23,30.49,0
M054,2024-03-05T01:30:00,51.43,70.73,31.32,0
M022,2024-03-05T01:35:00,48.67,80.28,29.83,0
M016,2024-03-05T01:40:00,48.15,72.41,31.32,0
M044,2024-03-05T01:45:00,55.8,86.36,25.15,0
M028,2024-03-05T01:50:00,52.99,82.47,30.53,0
M039,2024-03-05T01:55:00,58.28,83.75,26.89,0
M027,2024-03-05T02:00:00,52.53,73.83,26.69,0
M008,2024-03-05T02:05:00,45.85,80.77,26.21,0
M051,2024-03-05T02:10:00,55.34,84.62,33.72,0
M043,2024-03-05T02:15:00,55.0,80.17,31.19,0
M016,2024-03-05T02:20:00,52.89,83.5,32.86,0
M050,2024-03-05T02:25:00,52.81,79.88,32.14,0
M024,2024-03-05T02:30:00,54.48,79.82,26.8,0
M036,2024-03-05T02:35:00,52.55,79.06,28.27,0
M009,2024-03-05T02:40:00,54.85,84.51,32.51,0
M019,2024-03-05T02:45:00,52.27,87.43,31.98,0
M012,2024-03-05T02:50:00,55.23,78.01,28.66,0
M004,2024-03-05T02:55:00,54.45,78.59,29.24,0
M024,2024-03-05T03:00:00,57.55,84.24,30.3,0
M059,2024-03-05T03:05:00,51.33,77.84,27.6,0
M043,2024-03-05T03:10:00,54.46,77.97,29.86,0
M034,2024-03-05T03:15:00,58.11,77.32,31.98,0
M003,2024-03-05T03:20:00,56.56,83.74,34.0,0
M029,2024-03-05T03:25:00,50.07,76.63,30.53,0
M027,2024-03-05T03:30:00,51.62,83.17,30.13,0
M054,2024-03-05T03:35:00,56.89,78.9,33.78,0
M021,2024-03-05T03:40:00,51.24,78.06,29.35,0
M018,2024-03-05T03:45:00,52.61,81.77,30.37,0
M031,2024-03-05T03:50:00,51.24,73.64,28.76,0
M014,2024-03-05T03:55:00,54.54,84.37,26.94,0
M021,2024-03-05T04:00:00,52.58,71.03,32.25,0
M053,2024-03-05T04:05:00,55.01,78.14,32.68,0
M014,2024-03-05T04:10:00,56.08,86.99,33.0,0
M052,2024-03-05T04:15:00,49.63,84.05,29.49,0
M029,2024-03-05T04:20:00,53.48,84.66,30.48,0
M048,2024-03-05T04:25:00,50.18,78.69,31.6,0
M006,2024-03-05T04:30:00,56.93,81.44,31.79,0
M049,2024-03-05T04:35:00,53.2,80.78,30.84,0
M019,2024-03-05T04:40:00,53.9,80.8,31.39,0
M017,2024-03-05T04:45:00,55.89,87.71,27.49,0
M047,2024-03-05T04:50:00,50.91,86.66,30.33,0
M027,2024-03-05T04:55:00,54.94,79.55,31.75,0
M035,2024-03-05T05:00:00,49.26,74.51,29.43,0
M047,2024-03-05T05:05:00,53.78,84.62,32.68,0
M006,2024-03-05T05:10:00,54.47,88.39,28.26,0
M007,2024-03-05T05:15:00,55.79,79.76,26.43,0
M002,2024-03-05T05:20:00,50.32,78.18,28.01,0
M011,2024-03-05T05:25:00,55.05,80.75,32.84,0
M014,2024-03-05T05:30:00,58.31,76.69,28.47,0
M002,2024-03-05T05:35:00,53.68,81.54,30.84,0
M004,2024-03-05T05:40:00,56.48,71.9,31.12,0
M054,2024-03-05T05:45:00,54.84,81.91,28.93,0
M040,2024-03-05T05:50:00,53.82,86.17,28.27,0
M009,2024-03-05T05:55:00,53.29,81.69,32.24,0
M055,2024-03-05T06:00:00,55.63,85.76,28.23,0
M007,2024-03-05T06:05:00,52.53,78.71,30.55,0
M040,2024-03-05T06:10:00,53.09,73.8,28.27,0
M000,2024-03-05T06:15:00,51.04,73.07,32.1,0
M040,2024-03-05T06:20:00,57.68,80.95,31.08,0
M009,2024-03-05T06:25:00,53.63,81.8,29.38,0
M018,2024-03-05T06:30:00,54.4,75.06,27.9,0
M025,2024-03-05T06:35:00,47.62,76.71,29.72,0
M002,2024-03-05T06:40:00,57.38,70.81,29.53,0
M006,2024-03-05T06:45:00,57.19,81.9,29.96,0
M029,2024-03-05T06:50:00,51.63,78.5,30.72,0
M038,2024-03-05T06:55:00,50.23,74.47,29.77,0
M018,2024-03-05T07:00:00,54.42,76.14,33.28,0
M052,2024-03-05T07:05:00,56.43,68.96,29.71,0
M039,2024-03-05T07:10:00,60.37,81.64,30.96,0
M011,2024-03-05T07:15:00,49.32,80.34,29.15,0
M043,2024-03-05T07:20:00,57.16,82.58,30.4,0
M003,2024-03-05T07:25:00,56.32,83.11,29.72,0
M046,2024-03-05T07:30:00,54.07,83.23,28.79,0
M043,2024-03-05T07:35:00,55.74,85.76,29.98,0
M053,2024-03-05T07:40:00,55.5,74.81,28.37,0
M018,2024-03-05T07:45:00,56.52,76.89,27.14,0
M020,2024-03-05T07:50:00,54.38,80.48,30.79,0
M001,2024-03-05T07:55:00,50.92,83.26,29.19,0
M047,2024-03-05T08:00:00,54.69,67.58,31.25,0
M053,2024-03-05T08:05:00,59.46,79.22,30.82,0
M027,2024-03-05T08:10:00,48.32,88.38,31.12,0
M054,2024-03-05T08:15:00,43.97,85.49,27.84,0
M002,2024-03-05T08:20:00,47.89,75.15,31.16,0
M006,2024-03-05T08:25:00,47.24,72.55,29.89,0
M025,2024-03-05T08:30:00,51.5,83.49,28.66,0
M051,2024-03-05T08:35:00,46.54,85.0,29.09,0
M001,2024-03-05T08:40:00,52.02,78.46,31.94,0
M020,2024-03-05T08:45:00,48.83,75.34,28.87,0
M005,2024-03-05T08:50:00,47.31,80.52,32.47,0
M044,2024-03-05T08:55:00,45.51,79.77,30.18,0
M046,2024-03-05T09:00:00,47.48,85.99,32.9,0
M000,2024-03-05T09:05:00,45.3,78.65,31.09,0
M045,2024-03-05T09:10:00,47.9,90.23,29.94,0
M021,2024-03-05T09:15:00,46.52,74.89,31.96,0
M016,2024-03-05T09:20:00,54.54,80.09,30.59,0
M037,2024-03-05T09:25:00,44.37,85.68,33.1,0
M042,2024-03-05T09:30:00,55.11,83.45,31.97,0
M044,2024-03-05T09:35:00,49.97,84.65,30.92,0
M032,2024-03-05T09:40:00,49.71,89.43,33.23,0
M001,2024-03-05T09:45:00,48.25,75.64,27.24,0
M007,2024-03-05T09:50:00,51.37,87.94,29.18,0
M024,2024-03-05T09:55:00,51.72,74.88,27.72,0
M054,2024-03-05T10:00:00,47.98,81.33,31.57,0
M008,2024-03-05T10:05:00,49.06,87.12,27.01,0
M031,2024-03-05T10:10:00,48.51,81.73,33.76,0
M059,2024-03-05T10:15:00,50.5,78.61,30.64,0
M045,2024-03-05T10:20:00,49.41,82.75,29.63,0
M003,2024-03-05T10:25:00,52.47,84.72,28.42,0
M035,2024-03-05T10:30:00,50.76,80.58,29.29,0
M043,2024-03-05T10:35:00,52.6,89.17,29.26,0
M050,2024-03-05T10:40:00,51.24,72.16,29.81,0
M017,2024-03-05T10:45:00,49.63,72.03,27.95,0
M056,2024-03-05T10:50:00,57.16,71.04,32.43,0
M038,2024-03-05T10:55:00,53.41,82.14,30.57,0
M028,2024-03-05T11:00:00,52.07,70.36,33.54,0
M029,2024-03-05T11:05:00,53.0,88.15,27.59,0
M039,2024-03-05T11:10:00,51.0,79.64,31.15,0
M030,2024-03-05T11:15:00,48.66,85.15,27.44,0
M023,2024-03-05T11:20:00,51.21,81.36,30.26,0
M053,2024-03-05T11:25:00,48.19,83.44,27.31,0
M055,2024-03-05T11:30:00,52.03,80.76,33.21,0
M053,2024-03-05T11:35:00,55.91,85.34,36.27,0
M047,2024-03-05T11:40:00,52.76,81.49,29.96,0
M023,2024-03-05T11:45:00,48.91,74.19,31.84,0
M041,2024-03-05T11:50:00,50.6,81.39,32.17,0
M034,2024-03-05T11:55:00,47.93,73.55,30.45,0
M048,2024-03-05T12:00:00,51.05,76.21,28.08,0
M021,2024-03-05T12:05:00,52.3,70.72,31.32,0
M051,2024-03-05T12:10:00,49.08,74.54,28.62,0
M008,2024-03-05T12:15:00,50.45,77.65,29.87,0
M021,2024-03-05T12:20:00,51.91,80.92,28.98,0
M009,2024-03-05T12:25:00,51.59,83.48,32.98,0
M024,2024-03-05T12:30:00,51.44,80.07,24.22,0
M049,2024-03-05T12:35:00,48.12,65.39,27.14,0
M001,2024-03-05T12:40:00,52.75,84.93,31.45,0
M017,2024-03-05T12:45:00,49.28,82.27,32.82,0
M018,2024-03-05T12:50:00,55.25,75.25,31.69,0
M005,2024-03-05T12:55:00,55.23,84.3,29.78,0
M008,2024-03-05T13:00:00,48.71,79.38,28.3,0
M006,2024-03-05T13:05:00,48.25,86.63,29.75,0
M049,2024-03-05T13:10:00,52.57,83.76,29.18,0
M017,2024-03-05T13:15:00,51.36,84.11,28.84,0
M052,2024-03-05T13:20:00,50.52,84.5,31.11,0
M019,2024-03-05T13:25:00,54.19,77.01,30.51,0
M014,2024-03-05T13:30:00,53.45,72.16,27.62,0
M023,2024-03-05T13:35:00,49.06,75.05,27.74,0
M057,2024-03-05T13:40:00,55.91,76.74,33.28,0
M010,2024-03-05T13:45:00,47.72,77.0,33.03,0
M010,2024-03-05T13:50:00,49.73,85.39,29.33,0
M011,2024-03-05T13:55:00,48.75,84.25,33.48,0
M014,2024-03-05T14:00:00,52.71,72.86,29.43,0
M050,2024-03-05T14:05:00,55.19,76.29,30.25,0
M046,2024-03-05T14:10:00,52.14,85.42,32.12,0
M058,2024-03-05T14:15:00,51.24,79.0,28.3,0
M043,2024-03-05T14:20:00,50.97,92.92,29.7,0
M024,2024-03-05T14:25:00,51.74,80.95,31.34,0
M057,2024-03-05T14:30:00,52.64,74.67,31.42,0
M032,2024-03-05T14:35:00,51.67,86.49,30.01,0
M031,2024-03-05T14:40:00,53.05,76.79,34.52,0
M002,2024-03-05T14:45:00,49.6,69.28,28.6,0
M019,2024-03-05T14:50:00,56.71,90.09,27.77,0
M037,2024-03-05T14:55:00,51.56,77.86,29.85,0
M051,2024-03-05T15:00:00,59.9,73.75,32.4,0
M001,2024-03-05T15:05:00,51.44,75.87,31.93,0
M008,2024-03-05T15:10:00,50.86,65.89,32.57,0
M053,2024-03-05T15:15:00,50.32,71.63,29.05,0
M013,2024-03-05T15:20:00,54.61,88.72,34.42,0
M049,2024-03-05T15:25:00,48.99,75.84,29.76,0
M041,2024-03-05T15:30:00,49.07,74.44,29.26,0
M058,2024-03-05T15:35:00,51.53,81.34,30.89,0
M039,2024-03-05T15:40:00,52.53,78.32,27.39,0
M034,2024-03-05T15:45:00,53.73,85.73,29.83,0
M031,2024-03-05T15:50:00,50.29,70.83,30.08,0
M043,2024-03-05T15:55:00,51.42,81.5,31.06,0
M000,2024-03-05T16:00:00,48.4,75.17,25.72,0
M009,2024-03-05T16:05:00,48.76,74.73,27.52,0
M016,2024-03-05T16:10:00,55.36,79.3,32.89,0
M041,2024-03-05T16:15:00,47.74,72.61,30.09,0
M020,2024-03-05T16:20:00,47.7,79.44,31.68,0
M043,2024-03-05T16:25:00,50.35,82.88,33.93,0
M032,2024-03-05T16:30:00,50.5,77.13,29.17,0
M022,2024-03-05T16:35:00,50.23,78.11,27.36,0
M016,2024-03-05T16:40:00,50.07,83.34,33.08,0
M018,2024-03-05T16:45:00,44.26,85.33,28.45,0
M007,2024-03-05T16:50:00,56.02,83.52,35.15,0
M011,2024-03-05T16:55:00,50.88,80.74,31.27,0
M024,2024-03-05T17:00:00,50.33,85.12,34.25,0
M043,2024-03-05T17:05:00,49.33,82.06,32.59,0
M016,2024-03-05T17:10:00,54.36,82.09,29.38,0
M006,2024-03-05T17:15:00,49.64,88.26,30.63,0
M023,2024-03-05T17:20:00,51.45,79.25,28.72,0
M045,2024-03-05T17:25:00,57.63,75.76,31.9,0
M050,2024-03-05T17:30:00,51.85,78.3,28.03,0
M019,2024-03-05T17:35:00,50.32,75.96,30.64,0
M038,2024-03-05T17:40:00,54.47,73.11,31.88,0
M054,2024-03-05T17:45:00,49.23,76.49,35.02,0
M031,2024-03-05T17:50:00,50.72,73.9,25.56,0
M018,2024-03-05T17:55:00,46.77,79.9,28.59,0
M049,2024-03-05T18:00:00,57.03,81.82,28.46,0
M008,2024-03-05T18:05:00,56.77,87.79,31.43,0
M054,2024-03-05T18:10:00,52.14,82.6,25.06,0
M020,2024-03-05T18:15:00,51.01,88.05,29.43,0
M004,2024-03-05T18:20:00,49.71,78.2,30.79,0
M031,2024-03-05T18:25:00,52.0,86.39,26.73,0
M001,2024-03-05T18:30:00,51.72,82.39,29.96,0
M055,2024-03-05T18:35:00,49.27,82.04,31.37,0
M010,2024-03-05T18:40:00,51.42,73.26,31.8,0
M054,2024-03-05T18:45:00,51.54,82.19,28.99,0
M036,2024-03-05T18:50:00,53.35,83.56,30.04,0
M047,2024-03-05T18:55:00,50.43,74.96,31.27,0
M011,2024-03-05T19:00:00,50.27,88.91,29.44,0
M020,2024-03-05T19:05:00,54.97,76.45,29.3,0
M008,2024-03-05T19:10:00,51.22,74.19,31.21,0
M016,2024-03-05T19:15:00,50.29,82.81,27.84,0
M053,2024-03-05T19:20:00,53.92,84.05,29.64,0
M037,2024-03-05T19:25:00,51.56,84.07,25.72,0
M020,2024-03-05T19:30:00,54.3,79.14,33.72,0
M000,2024-03-05T19:35:00,52.75,79.97,28.94,0
M049,2024-03-05T19:40:00,57.66,80.72,33.02,0
M007,2024-03-05T19:45:00,48.22,78.72,29.04,0
M008,2024-03-05T19:50:00,52.03,75.33,26.38,0
M044,2024-03-05T19:55:00,52.46,80.43,30.25,0
M036,2024-03-05T20:00:00,51.14,76.17,30.27,0
M004,2024-03-05T20:05:00,51.81,76.03,29.71,0
